A,B,C,D,E,F,G
0.0,-0.008143713416096723,3.907149521011876,1.3971564350315513,0.0,0.0,0.0
0.0015087507543753772,-0.00814586190013747,3.907049544102297,1.3971564746224876,-0.002148484040747148,-0.09997690957863625,3.959093630712118e-5
0.0030175015087507543,-0.00814801038417822,3.9069495671927186,1.397156514213424,-0.0021484840407488826,-0.09997690957863625,3.959093630712118e-5
0.004526252263126132,-0.008152307352259715,3.9067496133735613,1.3971565933952965,-0.00429696808149603,-0.1999538191572725,7.918187261424237e-5
0.006035003017501509,-0.008158752804381959,3.906449682644826,1.3971567121681054,-0.006445452122243178,-0.29993072873546467,0.00011877280892136355
0.007543753771876886,-0.00816734674054495,3.9060497750065113,1.3971568705318507,-0.00859393616299206,-0.399907638314545,0.00015836374522848473
0.009052504526252263,-0.00817808916074869,3.9055498904586186,1.3971570684865322,-0.010742420203739209,-0.4998845478927372,0.00019795468153560591
0.01056125528062764,-0.008190980064993176,3.904950029001147,1.39715730603215,-0.012890904244486356,-0.5998614574713734,0.0002375456178427271
0.012070006035003017,-0.008206019453278411,3.9042501906340967,1.3971575831687042,-0.015039388285235239,-0.6998383670504538,0.0002771365541498483
0.013578756789378395,-0.008223207325604396,3.903450375357468,1.3971578998961947,-0.01718787232598412,-0.7998152766286459,0.00031672749045696946
0.015087507543753771,-0.008242543681971127,3.902550583171261,1.3971582562146214,-0.01933635636673127,-0.8997921862072822,0.00035631842676409065
0.01659625829812915,-0.008264028522378605,3.9015508140754753,1.3971586521239845,-0.021484840407478417,-0.9997690957854743,0.00039590936307121183
0.018105009052504527,-0.008287661846826833,3.9004510680701108,1.3971590876242839,-0.0236333244482273,-1.0997460053645547,0.000435500299378333
0.019613759806879905,-0.008313443655315807,3.8992513451551676,1.3971595627155196,-0.025781808488974448,-1.199722914943191,0.0004750912356854542
0.02112251056125528,-0.008341373947845529,3.897951645330646,1.3971600773976915,-0.027930292529721595,-1.299699824521383,0.0005146821719925754
0.022631261315630657,-0.008371452724415999,3.8965519685965457,1.3971606316707998,-0.030078776570470478,-1.3996767341004634,0.0005542731082996966
