A,B,C,D,E,F,G
0.0,3.926541824699555,3.2239332293794987,1.6853781667071195,0.0,0.0,0.0
0.0015595757953836558,3.9264653204382363,3.2238834922840915,1.685337260480937,-0.07650426131888821,-0.04973709540712079,-0.040906226182579886
0.0031191515907673115,3.926388816176917,3.223833755188685,1.6852963542547543,-0.0765042613193323,-0.0497370954066767,-0.040906226182579886
0.004678727386150967,3.926235807654279,3.2237342809978706,1.685214541802389,-0.15300852263777642,-0.09947419081424158,-0.08181245236538182
0.006238303181534623,3.926006294870322,3.2235850697116497,1.6850918231238412,-0.22951278395710872,-0.14921128622091828,-0.12271867854773966
0.007797878976918278,3.9257002778250456,3.2233861213300217,1.6849281982191109,-0.306017045276441,-0.19894838162803907,-0.16362490473031954
0.009357454772301934,3.9253177565184507,3.2231374358529865,1.6847236670881978,-0.38252130659488515,-0.24868547703515986,-0.20453113091312147
0.010917030567685589,3.9248587309505365,3.2228390132805447,1.684478229731102,-0.45902556791421745,-0.29842257244183656,-0.24543735709570136
0.012476606363069246,3.924323201121303,3.2224908536126953,1.6841918861478238,-0.5355298292335497,-0.34815966784940144,-0.28634358327828124
0.014036182158452901,3.923711167030751,3.2220929568494396,1.683864636338363,-0.6120340905519939,-0.39789676325563406,-0.32724980946086113
0.015595757953836557,3.9230226286788796,3.2216453229907764,1.6834964803027195,-0.6885383518713262,-0.44763385866319894,-0.368156035643441
0.017155333749220212,3.922257586065689,3.221147952036706,1.6830874180408935,-0.7650426131906585,-0.4973709540703197,-0.4090622618260209
0.018714909544603867,3.92141603919118,3.220600843987229,1.6826374495528846,-0.8415468745091026,-0.5471080494769964,-0.44996848800882283
0.020274485339987523,3.920497988055351,3.220003998842345,1.6821465748386935,-0.918051135828879,-0.5968451448841172,-0.49087471419118067
0.021834061135371178,3.9195034326582037,3.219357416602054,1.6816147938983195,-0.9945553971473231,-0.6465822402907939,-0.5317809403739826
0.023393636930754833,3.918432372999737,3.218661097266356,1.681042106731763,-1.0710596584666554,-0.6963193356983588,-0.5726871665565625
0.024953212726138492,3.9172848090799515,3.217915040835251,1.6804285133390238,-1.1475639197855436,-0.7460564311050355,-0.6135933927391424
0.026512788521522147,3.916060740898847,3.2171192473087387,1.679774013720102,-1.2240681811044318,-0.7957935265121563,-0.6544996189217223
0.028072364316905803,3.9147601684564233,3.21627371668682,1.6790786078749977,-1.3005724424237641,-0.845530621918833,-0.6954058451043021
0.029631940112289458,3.9133830917526806,3.2153784489694934,1.6783422958037106,-1.3770767037426523,-0.8952677173263979,-0.7363120712871041
0.031191515907673113,3.911929510787619,3.2144334441567604,1.6775650775062412,-1.4535809650615406,-0.9450048127330746,-0.7772182974694619
0.03275109170305677,3.910399425561238,3.21343870224862,1.676746952982589,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.034310667498440424,3.9088693403348573,3.21244396034048,1.6759288284589366,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.03587024329382408,3.907339255108477,3.21144921843234,1.6751107039352846,-1.5300852263804288,-0.9947419081397513,-0.8181245236520418
0.037429819089207735,3.905809169882096,3.2104544765242,1.6742925794116323,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.03898939488459139,3.904279084655715,3.20945973461606,1.67347445488798,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.040548970679975045,3.9027489994293347,3.2084649927079196,1.672656330364328,-1.5300852263804288,-0.9947419081401954,-0.8181245236520418
0.0421085464753587,3.901218914202954,3.2074702507997794,1.6718382058406758,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.043668122270742356,3.899688828976573,3.2064755088916392,1.6710200813170235,-1.5300852263808729,-0.9947419081401954,-0.8181245236522638
0.04522769806612601,3.898158743750192,3.2054807669834995,1.6702019567933715,-1.5300852263808729,-0.9947419081397513,-0.8181245236520418
